,city,statecode,date,sold,value,region
3738,"Colorado Springs, CO",CO,2021-04-01,1520.0,407778.74302449566,West
3739,"Colorado Springs, CO",CO,2021-05-01,1533.0,414905.6730141851,West
3740,"Colorado Springs, CO",CO,2021-06-01,1866.0,421201.9287004896,West
3741,"Colorado Springs, CO",CO,2021-07-01,1841.0,426220.9666934817,West
3742,"Colorado Springs, CO",CO,2021-08-01,1804.0,429872.2668772634,West
3743,"Colorado Springs, CO",CO,2021-09-01,1699.0,432550.4278004516,West
3744,"Colorado Springs, CO",CO,2021-10-01,1598.0,435729.2270765544,West
3745,"Colorado Springs, CO",CO,2021-11-01,1530.0,440159.6708168129,West
3746,"Colorado Springs, CO",CO,2021-12-01,1298.0,445422.8466404784,West
3747,"Colorado Springs, CO",CO,2022-01-01,1000.0,451625.1521783338,West
3748,"Colorado Springs, CO",CO,2022-02-01,973.0,458179.1459335776,West
3749,"Colorado Springs, CO",CO,2022-03-01,1280.0,465065.7994055662,West
3750,"Colorado Springs, CO",CO,2022-04-01,1426.0,471215.5307933502,West
3751,"Colorado Springs, CO",CO,2022-05-01,1439.0,475947.5992658191,West
3752,"Colorado Springs, CO",CO,2022-06-01,1489.0,478763.8991248814,West
3753,"Colorado Springs, CO",CO,2022-07-01,1254.0,478576.7644510281,West
3754,"Colorado Springs, CO",CO,2022-08-01,1258.0,476037.42901225545,West
3755,"Colorado Springs, CO",CO,2022-09-01,1215.0,472197.978643624,West
3756,"Colorado Springs, CO",CO,2022-10-01,1036.0,468791.56445644377,West
3757,"Colorado Springs, CO",CO,2022-11-01,808.0,465615.7573466818,West
3758,"Colorado Springs, CO",CO,2022-12-01,767.0,462279.0174373567,West
3759,"Columbia, SC",SC,2008-02-01,498.0,140997.34227838813,South
3760,"Columbia, SC",SC,2008-03-01,609.0,141211.29748429763,South
3761,"Columbia, SC",SC,2008-04-01,671.0,141400.0831647449,South
3762,"Columbia, SC",SC,2008-05-01,699.0,141480.56638863566,South
3763,"Columbia, SC",SC,2008-06-01,743.0,141492.54191991233,South
3764,"Columbia, SC",SC,2008-07-01,800.0,141306.88131651087,South
3765,"Columbia, SC",SC,2008-08-01,620.0,141073.99341558642,South
3766,"Columbia, SC",SC,2008-09-01,552.0,140959.52020887833,South
3767,"Columbia, SC",SC,2008-10-01,508.0,140978.6988317731,South
3768,"Columbia, SC",SC,2008-11-01,350.0,139732.77746701156,South
3769,"Columbia, SC",SC,2008-12-01,365.0,138486.85610225002,South
3770,"Columbia, SC",SC,2009-01-01,265.0,136900.66825717012,South
3771,"Columbia, SC",SC,2009-02-01,282.0,136331.2819346819,South
3772,"Columbia, SC",SC,2009-03-01,434.0,136328.98989720875,South
3773,"Columbia, SC",SC,2009-04-01,405.0,136497.276853063,South
3774,"Columbia, SC",SC,2009-05-01,444.0,136556.4375750065,South
3775,"Columbia, SC",SC,2009-06-01,613.0,136457.01808332957,South
3776,"Columbia, SC",SC,2009-07-01,617.0,136420.52588278826,South
3777,"Columbia, SC",SC,2009-08-01,605.0,136481.0983173287,South
3778,"Columbia, SC",SC,2009-09-01,600.0,136388.53278920057,South
3779,"Columbia, SC",SC,2009-10-01,574.0,136229.65456584477,South
3780,"Columbia, SC",SC,2009-11-01,567.0,136102.99273198636,South
3781,"Columbia, SC",SC,2009-12-01,539.0,136067.52763157178,South
3782,"Columbia, SC",SC,2010-01-01,287.0,135931.87532077314,South
3783,"Columbia, SC",SC,2010-02-01,311.0,135604.32439660133,South
3784,"Columbia, SC",SC,2010-03-01,451.0,135316.55951612574,South
3785,"Columbia, SC",SC,2010-04-01,520.0,135249.8684047245,South
3786,"Columbia, SC",SC,2010-05-01,628.0,135456.40196435602,South
3787,"Columbia, SC",SC,2010-06-01,687.0,135601.6647109998,South
3788,"Columbia, SC",SC,2010-07-01,528.0,135608.74713057058,South
3789,"Columbia, SC",SC,2010-08-01,438.0,135421.0247188701,South
3790,"Columbia, SC",SC,2010-09-01,411.0,135076.54123253527,South
3791,"Columbia, SC",SC,2010-10-01,369.0,134549.45956380072,South
3792,"Columbia, SC",SC,2010-11-01,366.0,134086.14755324504,South
3793,"Columbia, SC",SC,2010-12-01,444.0,133586.51650065358,South
3794,"Columbia, SC",SC,2011-01-01,263.0,133241.11457229135,South
3795,"Columbia, SC",SC,2011-02-01,236.0,132800.4643892333,South
3796,"Columbia, SC",SC,2011-03-01,423.0,132382.5333222309,South
3797,"Columbia, SC",SC,2011-04-01,338.0,131800.5737570173,South
3798,"Columbia, SC",SC,2011-05-01,445.0,131240.97972729857,South
3799,"Columbia, SC",SC,2011-06-01,476.0,130591.81001609445,South
3800,"Columbia, SC",SC,2011-07-01,393.0,129973.08548818204,South
3801,"Columbia, SC",SC,2011-08-01,460.0,129277.38921614963,South
3802,"Columbia, SC",SC,2011-09-01,392.0,128640.37685800884,South
3803,"Columbia, SC",SC,2011-10-01,356.0,128026.69916532836,South
3804,"Columbia, SC",SC,2011-11-01,370.0,127381.13899422696,South
3805,"Columbia, SC",SC,2011-12-01,410.0,126796.02807903038,South
3806,"Columbia, SC",SC,2012-01-01,300.0,126382.1016175293,South
3807,"Columbia, SC",SC,2012-02-01,317.0,126313.4949854173,South
3808,"Columbia, SC",SC,2012-03-01,409.0,126411.69279285324,South
3809,"Columbia, SC",SC,2012-04-01,410.0,126507.5396417012,South
3810,"Columbia, SC",SC,2012-05-01,455.0,126602.5318557491,South
3811,"Columbia, SC",SC,2012-06-01,495.0,126621.4428840507,South
3812,"Columbia, SC",SC,2012-07-01,537.0,126571.5883626803,South
3813,"Columbia, SC",SC,2012-08-01,592.0,126283.09735582065,South
3814,"Columbia, SC",SC,2012-09-01,451.0,126008.41483345797,South
3815,"Columbia, SC",SC,2012-10-01,484.0,125695.70960149956,South
3816,"Columbia, SC",SC,2012-11-01,417.0,125408.97818307555,South
3817,"Columbia, SC",SC,2012-12-01,468.0,125100.38644354044,South
3818,"Columbia, SC",SC,2013-01-01,348.0,124939.23110889022,South
3819,"Columbia, SC",SC,2013-02-01,341.0,124996.27425949938,South
3820,"Columbia, SC",SC,2013-03-01,484.0,125165.00241646156,South
3821,"Columbia, SC",SC,2013-04-01,545.0,125326.51013645524,South
3822,"Columbia, SC",SC,2013-05-01,693.0,125522.01651548353,South
3823,"Columbia, SC",SC,2013-06-01,696.0,125832.06318013882,South
3824,"Columbia, SC",SC,2013-07-01,712.0,126139.84579945792,South
3825,"Columbia, SC",SC,2013-08-01,759.0,126379.21565727911,South
3826,"Columbia, SC",SC,2013-09-01,605.0,126502.19698904968,South
3827,"Columbia, SC",SC,2013-10-01,620.0,126692.77403891644,South
3828,"Columbia, SC",SC,2013-11-01,465.0,126871.93141062546,South
3829,"Columbia, SC",SC,2013-12-01,558.0,127192.79003255632,South
3830,"Columbia, SC",SC,2014-01-01,388.0,127585.20761870856,South
3831,"Columbia, SC",SC,2014-02-01,419.0,128100.76309234816,South
3832,"Columbia, SC",SC,2014-03-01,603.0,128551.88184954232,South
3833,"Columbia, SC",SC,2014-04-01,651.0,129096.90621487005,South
3834,"Columbia, SC",SC,2014-05-01,710.0,129617.33007607306,South
3835,"Columbia, SC",SC,2014-06-01,837.0,129972.42330827848,South
3836,"Columbia, SC",SC,2014-07-01,795.0,130148.5345281089,South
3837,"Columbia, SC",SC,2014-08-01,806.0,130020.34107474338,South
3838,"Columbia, SC",SC,2014-09-01,750.0,129773.4121678946,South
3839,"Columbia, SC",SC,2014-10-01,738.0,129194.63594300684,South
3840,"Columbia, SC",SC,2014-11-01,579.0,128863.56858165648,South
3841,"Columbia, SC",SC,2014-12-01,725.0,128815.04404725022,South
3842,"Columbia, SC",SC,2015-01-01,564.0,129033.4932902727,South
3843,"Columbia, SC",SC,2015-02-01,575.0,129281.60316717408,South
3844,"Columbia, SC",SC,2015-03-01,761.0,129598.65400998504,South
3845,"Columbia, SC",SC,2015-04-01,823.0,130081.65854263026,South
3846,"Columbia, SC",SC,2015-05-01,882.0,130664.7049482594,South
3847,"Columbia, SC",SC,2015-06-01,1076.0,131135.8386425718,South
3848,"Columbia, SC",SC,2015-07-01,1059.0,131510.24249271498,South
3849,"Columbia, SC",SC,2015-08-01,959.0,131845.9635456274,South
3850,"Columbia, SC",SC,2015-09-01,845.0,132247.17245596382,South
3851,"Columbia, SC",SC,2015-10-01,759.0,132756.53235023853,South
3852,"Columbia, SC",SC,2015-11-01,601.0,133315.3935727053,South
3853,"Columbia, SC",SC,2015-12-01,729.0,134009.1085818743,South
3854,"Columbia, SC",SC,2016-01-01,617.0,134906.08936982334,South
3855,"Columbia, SC",SC,2016-02-01,697.0,135769.06987628262,South
3856,"Columbia, SC",SC,2016-03-01,868.0,136327.084632667,South
3857,"Columbia, SC",SC,2016-04-01,919.0,136755.63567383375,South
3858,"Columbia, SC",SC,2016-05-01,1107.0,137165.35263079862,South
3859,"Columbia, SC",SC,2016-06-01,1167.0,137727.51151434114,South
3860,"Columbia, SC",SC,2016-07-01,1083.0,138171.22690841035,South
3861,"Columbia, SC",SC,2016-08-01,1105.0,138675.90317839885,South
3862,"Columbia, SC",SC,2016-09-01,986.0,139310.03338202287,South
3863,"Columbia, SC",SC,2016-10-01,920.0,140091.51588524794,South
3864,"Columbia, SC",SC,2016-11-01,773.0,140870.31472648587,South
3865,"Columbia, SC",SC,2016-12-01,819.0,141473.10965667432,South
3866,"Columbia, SC",SC,2017-01-01,682.0,141930.41975331717,South
3867,"Columbia, SC",SC,2017-02-01,680.0,142334.77144773118,South
3868,"Columbia, SC",SC,2017-03-01,1035.0,142726.41968665042,South
3869,"Columbia, SC",SC,2017-04-01,990.0,143219.64411906383,South
3870,"Columbia, SC",SC,2017-05-01,1150.0,143618.24667070227,South
3871,"Columbia, SC",SC,2017-06-01,1253.0,144067.9198222669,South
3872,"Columbia, SC",SC,2017-07-01,1208.0,144521.76482769995,South
3873,"Columbia, SC",SC,2017-08-01,1173.0,145070.8713019043,South
3874,"Columbia, SC",SC,2017-09-01,1057.0,145700.05389576103,South
3875,"Columbia, SC",SC,2017-10-01,961.0,146209.31334669923,South
3876,"Columbia, SC",SC,2017-11-01,824.0,146822.27980149837,South
3877,"Columbia, SC",SC,2017-12-01,855.0,147477.19076014924,South
3878,"Columbia, SC",SC,2018-01-01,670.0,148162.54234134,South
3879,"Columbia, SC",SC,2018-02-01,780.0,148828.95460881278,South
3880,"Columbia, SC",SC,2018-03-01,1083.0,149554.04515650478,South
3881,"Columbia, SC",SC,2018-04-01,1036.0,150169.52557113228,South
3882,"Columbia, SC",SC,2018-05-01,1273.0,150601.95125497322,South
3883,"Columbia, SC",SC,2018-06-01,1335.0,150772.35827809767,South
3884,"Columbia, SC",SC,2018-07-01,1227.0,151214.99321483678,South
3885,"Columbia, SC",SC,2018-08-01,1293.0,151781.79387154186,South
3886,"Columbia, SC",SC,2018-09-01,955.0,152526.9524348129,South
3887,"Columbia, SC",SC,2018-10-01,982.0,153134.4454849917,South
3888,"Columbia, SC",SC,2018-11-01,913.0,153865.93671608536,South
3889,"Columbia, SC",SC,2018-12-01,953.0,154712.43110664756,South
3890,"Columbia, SC",SC,2019-01-01,683.0,155526.45809102568,South
3891,"Columbia, SC",SC,2019-02-01,781.0,156254.435184704,South
3892,"Columbia, SC",SC,2019-03-01,1050.0,156941.95546543945,South
3893,"Columbia, SC",SC,2019-04-01,1141.0,157612.4902438121,South
3894,"Columbia, SC",SC,2019-05-01,1317.0,158128.0608372912,South
3895,"Columbia, SC",SC,2019-06-01,1281.0,158619.07138085223,South
3896,"Columbia, SC",SC,2019-07-01,1299.0,159143.57377639937,South
3897,"Columbia, SC",SC,2019-08-01,1263.0,159829.69137992358,South
3898,"Columbia, SC",SC,2019-09-01,1008.0,160505.0958671605,South
3899,"Columbia, SC",SC,2019-10-01,1060.0,161343.1936249184,South
3900,"Columbia, SC",SC,2019-11-01,884.0,162400.92920759603,South
3901,"Columbia, SC",SC,2019-12-01,955.0,163585.45360537272,South
3902,"Columbia, SC",SC,2020-01-01,810.0,164804.42493172397,South
3903,"Columbia, SC",SC,2020-02-01,825.0,165856.35490505854,South
3904,"Columbia, SC",SC,2020-03-01,1128.0,166915.77475093747,South
3905,"Columbia, SC",SC,2020-04-01,911.0,167745.43384253883,South
3906,"Columbia, SC",SC,2020-05-01,989.0,168435.94477640727,South
3907,"Columbia, SC",SC,2020-06-01,1341.0,168947.6966127462,South
3908,"Columbia, SC",SC,2020-07-01,1446.0,169700.44594837163,South
3909,"Columbia, SC",SC,2020-08-01,1269.0,170848.38461953323,South
3910,"Columbia, SC",SC,2020-09-01,1272.0,172510.0256351166,South
3911,"Columbia, SC",SC,2020-10-01,1323.0,174471.90859813153,South
3912,"Columbia, SC",SC,2020-11-01,1123.0,176620.51477138037,South
3913,"Columbia, SC",SC,2020-12-01,1305.0,178758.43109390626,South
3914,"Columbia, SC",SC,2021-01-01,894.0,180918.42503991723,South
3915,"Columbia, SC",SC,2021-02-01,923.0,183168.46532145652,South
3916,"Columbia, SC",SC,2021-03-01,1342.0,185524.29192219555,South
3917,"Columbia, SC",SC,2021-04-01,1269.0,187894.74757447332,South
3918,"Columbia, SC",SC,2021-05-01,1381.0,190615.62229653477,South
3919,"Columbia, SC",SC,2021-06-01,1582.0,193899.1737433397,South
3920,"Columbia, SC",SC,2021-07-01,1521.0,197023.50893495348,South
3921,"Columbia, SC",SC,2021-08-01,1485.0,199180.68534633063,South
3922,"Columbia, SC",SC,2021-09-01,1404.0,200184.37941467797,South
3923,"Columbia, SC",SC,2021-10-01,1278.0,201148.42996366823,South
3924,"Columbia, SC",SC,2021-11-01,1178.0,202696.9036459392,South
3925,"Columbia, SC",SC,2021-12-01,1184.0,204657.9888679503,South
3926,"Columbia, SC",SC,2022-01-01,858.0,207976.0370200025,South
3927,"Columbia, SC",SC,2022-02-01,935.0,212148.02096644425,South
3928,"Columbia, SC",SC,2022-03-01,1223.0,217240.32591348863,South
3929,"Columbia, SC",SC,2022-04-01,1143.0,222096.1219626048,South
3930,"Columbia, SC",SC,2022-05-01,1336.0,226587.2404212687,South
3931,"Columbia, SC",SC,2022-06-01,1308.0,230634.32207858367,South
3932,"Columbia, SC",SC,2022-07-01,1123.0,233583.27610460715,South
3933,"Columbia, SC",SC,2022-08-01,1187.0,235394.79428164836,South
3934,"Columbia, SC",SC,2022-09-01,1076.0,236055.8169877184,South
3935,"Columbia, SC",SC,2022-10-01,927.0,236555.1865963532,South
3936,"Columbia, SC",SC,2022-11-01,801.0,236945.50482216143,South
3937,"Columbia, SC",SC,2022-12-01,755.0,237168.93865496208,South
3938,"Columbus, OH",OH,2008-02-01,646.0,157861.8666181081,Midwest
3939,"Columbus, OH",OH,2008-03-01,726.0,157275.19980481063,Midwest
3940,"Columbus, OH",OH,2008-04-01,748.0,156831.34233507255,Midwest
3941,"Columbus, OH",OH,2008-05-01,943.0,156540.99614571748,Midwest
3942,"Columbus, OH",OH,2008-06-01,1068.0,156379.99409292548,Midwest
3943,"Columbus, OH",OH,2008-07-01,1057.0,156223.56179952648,Midwest
3944,"Columbus, OH",OH,2008-08-01,929.0,155958.3962685852,Midwest
3945,"Columbus, OH",OH,2008-09-01,869.0,155574.37205875173,Midwest
3946,"Columbus, OH",OH,2008-10-01,780.0,155118.36192936724,Midwest
3947,"Columbus, OH",OH,2008-11-01,530.0,154567.5817704783,Midwest
3948,"Columbus, OH",OH,2008-12-01,535.0,153981.7336103772,Midwest
3949,"Columbus, OH",OH,2009-01-01,373.0,153353.50470538737,Midwest
3950,"Columbus, OH",OH,2009-02-01,400.0,152672.76431688503,Midwest
3951,"Columbus, OH",OH,2009-03-01,525.0,151808.51530966,Midwest
3952,"Columbus, OH",OH,2009-04-01,549.0,151033.6889366588,Midwest
3953,"Columbus, OH",OH,2009-05-01,684.0,150454.09851908064,Midwest
3954,"Columbus, OH",OH,2009-06-01,993.0,150025.8489781504,Midwest
3955,"Columbus, OH",OH,2009-07-01,1040.0,149622.55646831688,Midwest
3956,"Columbus, OH",OH,2009-08-01,992.0,149124.35852402248,Midwest
3957,"Columbus, OH",OH,2009-09-01,986.0,148774.86572204137,Midwest
3958,"Columbus, OH",OH,2009-10-01,1057.0,148633.221270997,Midwest
3959,"Columbus, OH",OH,2009-11-01,965.0,148431.0920917963,Midwest
3960,"Columbus, OH",OH,2009-12-01,804.0,148208.88960974125,Midwest
3961,"Columbus, OH",OH,2010-01-01,445.0,148113.13070422594,Midwest
3962,"Columbus, OH",OH,2010-02-01,422.0,148415.0308300925,Midwest
3963,"Columbus, OH",OH,2010-03-01,747.0,148816.62619301627,Midwest
3964,"Columbus, OH",OH,2010-04-01,916.0,148999.36641309454,Midwest
3965,"Columbus, OH",OH,2010-05-01,1169.0,148983.06794597697,Midwest
3966,"Columbus, OH",OH,2010-06-01,1305.0,148918.71362522055,Midwest
3967,"Columbus, OH",OH,2010-07-01,769.0,148704.24129067812,Midwest
3968,"Columbus, OH",OH,2010-08-01,736.0,148280.54796406248,Midwest
3969,"Columbus, OH",OH,2010-09-01,713.0,147484.46089594127,Midwest
3970,"Columbus, OH",OH,2010-10-01,652.0,146642.85652131445,Midwest
3971,"Columbus, OH",OH,2010-11-01,624.0,145923.4701060984,Midwest
3972,"Columbus, OH",OH,2010-12-01,676.0,145430.44894113764,Midwest
3973,"Columbus, OH",OH,2011-01-01,508.0,145045.89461144074,Midwest
3974,"Columbus, OH",OH,2011-02-01,422.0,144463.5592226883,Midwest
3975,"Columbus, OH",OH,2011-03-01,641.0,143880.70599209942,Midwest
3976,"Columbus, OH",OH,2011-04-01,672.0,143301.84246427333,Midwest
3977,"Columbus, OH",OH,2011-05-01,795.0,142876.03399394927,Midwest
3978,"Columbus, OH",OH,2011-06-01,920.0,142290.10406241808,Midwest
3979,"Columbus, OH",OH,2011-07-01,943.0,141724.94752602183,Midwest
3980,"Columbus, OH",OH,2011-08-01,1071.0,141136.36222616045,Midwest
3981,"Columbus, OH",OH,2011-09-01,946.0,140632.7188893382,Midwest
3982,"Columbus, OH",OH,2011-10-01,746.0,139969.2003270718,Midwest
3983,"Columbus, OH",OH,2011-11-01,733.0,139351.74984890557,Midwest
3984,"Columbus, OH",OH,2011-12-01,756.0,138793.04163617129,Midwest
3985,"Columbus, OH",OH,2012-01-01,800.0,138150.47627534837,Midwest
3986,"Columbus, OH",OH,2012-02-01,704.0,137542.163868155,Midwest
3987,"Columbus, OH",OH,2012-03-01,983.0,137362.68520001354,Midwest
3988,"Columbus, OH",OH,2012-04-01,1185.0,137662.57821514303,Midwest
3989,"Columbus, OH",OH,2012-05-01,1426.0,138072.2825533145,Midwest
3990,"Columbus, OH",OH,2012-06-01,1743.0,138311.60387249544,Midwest
3991,"Columbus, OH",OH,2012-07-01,1565.0,138436.49477346256,Midwest
3992,"Columbus, OH",OH,2012-08-01,1797.0,138485.22120379691,Midwest
3993,"Columbus, OH",OH,2012-09-01,1444.0,138443.97641635852,Midwest
3994,"Columbus, OH",OH,2012-10-01,1416.0,138480.97642542352,Midwest
3995,"Columbus, OH",OH,2012-11-01,1410.0,138621.97294494958,Midwest
3996,"Columbus, OH",OH,2012-12-01,1092.0,138759.17306805585,Midwest
3997,"Columbus, OH",OH,2013-01-01,855.0,139054.28204818102,Midwest
3998,"Columbus, OH",OH,2013-02-01,934.0,139435.32175236385,Midwest
3999,"Columbus, OH",OH,2013-03-01,1254.0,140117.3707519783,Midwest
4000,"Columbus, OH",OH,2013-04-01,1562.0,140929.90606242054,Midwest
4001,"Columbus, OH",OH,2013-05-01,1850.0,142013.82198206373,Midwest
4002,"Columbus, OH",OH,2013-06-01,1947.0,143145.18511991206,Midwest
4003,"Columbus, OH",OH,2013-07-01,2040.0,144137.0112604949,Midwest
4004,"Columbus, OH",OH,2013-08-01,1914.0,145010.2279988923,Midwest
4005,"Columbus, OH",OH,2013-09-01,1617.0,145708.68453608942,Midwest
4006,"Columbus, OH",OH,2013-10-01,1488.0,146528.2285552801,Midwest
4007,"Columbus, OH",OH,2013-11-01,1493.0,147167.62463334433,Midwest
4008,"Columbus, OH",OH,2013-12-01,1330.0,147821.27807187877,Midwest
4009,"Columbus, OH",OH,2014-01-01,1059.0,148466.14093117556,Midwest
4010,"Columbus, OH",OH,2014-02-01,1088.0,149224.68055415255,Midwest
4011,"Columbus, OH",OH,2014-03-01,1449.0,150207.93804531902,Midwest
4012,"Columbus, OH",OH,2014-04-01,1673.0,151138.17769777853,Midwest
4013,"Columbus, OH",OH,2014-05-01,2020.0,152249.1745049237,Midwest
4014,"Columbus, OH",OH,2014-06-01,2249.0,153178.78470063707,Midwest
4015,"Columbus, OH",OH,2014-07-01,2342.0,154140.8130968903,Midwest
4016,"Columbus, OH",OH,2014-08-01,2039.0,154912.39811775144,Midwest
4017,"Columbus, OH",OH,2014-09-01,1889.0,155526.55932259109,Midwest
4018,"Columbus, OH",OH,2014-10-01,1861.0,155855.17658826418,Midwest
4019,"Columbus, OH",OH,2014-11-01,1309.0,156245.7540911385,Midwest
4020,"Columbus, OH",OH,2014-12-01,1443.0,156848.20421313343,Midwest
4021,"Columbus, OH",OH,2015-01-01,1094.0,157773.27355984683,Midwest
4022,"Columbus, OH",OH,2015-02-01,1112.0,158705.31837459316,Midwest
4023,"Columbus, OH",OH,2015-03-01,1653.0,159754.1373324342,Midwest
4024,"Columbus, OH",OH,2015-04-01,1898.0,160833.6130740165,Midwest
4025,"Columbus, OH",OH,2015-05-01,2227.0,162006.38263092123,Midwest
4026,"Columbus, OH",OH,2015-06-01,2585.0,163017.9223680016,Midwest
4027,"Columbus, OH",OH,2015-07-01,2644.0,164078.6429440805,Midwest
4028,"Columbus, OH",OH,2015-08-01,2367.0,165216.71406860973,Midwest
4029,"Columbus, OH",OH,2015-09-01,2069.0,166398.09243798154,Midwest
4030,"Columbus, OH",OH,2015-10-01,1944.0,167441.31945154085,Midwest
4031,"Columbus, OH",OH,2015-11-01,1545.0,168312.36471232492,Midwest
4032,"Columbus, OH",OH,2015-12-01,1779.0,169185.45272837623,Midwest
4033,"Columbus, OH",OH,2016-01-01,1265.0,170278.031575094,Midwest
4034,"Columbus, OH",OH,2016-02-01,1405.0,171468.32746096895,Midwest
4035,"Columbus, OH",OH,2016-03-01,1892.0,172442.04292126198,Midwest
4036,"Columbus, OH",OH,2016-04-01,2143.0,173232.09808549154,Midwest
4037,"Columbus, OH",OH,2016-05-01,2504.0,173782.9575392636,Midwest
4038,"Columbus, OH",OH,2016-06-01,2741.0,174471.07826938838,Midwest
4039,"Columbus, OH",OH,2016-07-01,2595.0,174933.5739819852,Midwest
4040,"Columbus, OH",OH,2016-08-01,2679.0,175396.9706082153,Midwest
4041,"Columbus, OH",OH,2016-09-01,2404.0,175828.19441133318,Midwest
4042,"Columbus, OH",OH,2016-10-01,2153.0,176418.98451607686,Midwest
4043,"Columbus, OH",OH,2016-11-01,1860.0,177176.484553283,Midwest
4044,"Columbus, OH",OH,2016-12-01,1876.0,178020.93888241248,Midwest
4045,"Columbus, OH",OH,2017-01-01,1331.0,178936.59516900903,Midwest
4046,"Columbus, OH",OH,2017-02-01,1434.0,179832.37924722684,Midwest
4047,"Columbus, OH",OH,2017-03-01,2067.0,180983.0308668597,Midwest
4048,"Columbus, OH",OH,2017-04-01,2066.0,182324.9006559394,Midwest
4049,"Columbus, OH",OH,2017-05-01,2648.0,183725.7991225877,Midwest
4050,"Columbus, OH",OH,2017-06-01,2857.0,184964.25453248384,Midwest
4051,"Columbus, OH",OH,2017-07-01,2526.0,186010.37192547112,Midwest
4052,"Columbus, OH",OH,2017-08-01,2758.0,187071.73874067183,Midwest
4053,"Columbus, OH",OH,2017-09-01,2278.0,188035.3688936632,Midwest
4054,"Columbus, OH",OH,2017-10-01,2357.0,189062.04499623063,Midwest
4055,"Columbus, OH",OH,2017-11-01,1997.0,190067.51786937987,Midwest
4056,"Columbus, OH",OH,2017-12-01,1910.0,191201.5909430524,Midwest
4057,"Columbus, OH",OH,2018-01-01,1451.0,192309.26747426824,Midwest
4058,"Columbus, OH",OH,2018-02-01,1524.0,193446.07693823703,Midwest
4059,"Columbus, OH",OH,2018-03-01,2104.0,194836.930876559,Midwest
4060,"Columbus, OH",OH,2018-04-01,2080.0,196281.3641285008,Midwest
4061,"Columbus, OH",OH,2018-05-01,2563.0,197816.7555136917,Midwest
4062,"Columbus, OH",OH,2018-06-01,2732.0,198930.9666531772,Midwest
4063,"Columbus, OH",OH,2018-07-01,2668.0,200078.0010648801,Midwest
4064,"Columbus, OH",OH,2018-08-01,2615.0,201145.1267464055,Midwest
4065,"Columbus, OH",OH,2018-09-01,2035.0,202261.62167317249,Midwest
4066,"Columbus, OH",OH,2018-10-01,2233.0,203111.43903477592,Midwest
4067,"Columbus, OH",OH,2018-11-01,1907.0,203899.79372828887,Midwest
4068,"Columbus, OH",OH,2018-12-01,1677.0,204703.5615243484,Midwest
4069,"Columbus, OH",OH,2019-01-01,1406.0,205677.8480214193,Midwest
4070,"Columbus, OH",OH,2019-02-01,1415.0,206861.0040265913,Midwest
4071,"Columbus, OH",OH,2019-03-01,1794.0,208321.8938697878,Midwest
4072,"Columbus, OH",OH,2019-04-01,2173.0,209903.5626530211,Midwest
4073,"Columbus, OH",OH,2019-05-01,2592.0,211508.29057785025,Midwest
4074,"Columbus, OH",OH,2019-06-01,2553.0,213108.78763644415,Midwest
4075,"Columbus, OH",OH,2019-07-01,2591.0,214514.36790017204,Midwest
4076,"Columbus, OH",OH,2019-08-01,2525.0,215600.28713170064,Midwest
4077,"Columbus, OH",OH,2019-09-01,2115.0,216383.4017014734,Midwest
4078,"Columbus, OH",OH,2019-10-01,2034.0,217319.04943309608,Midwest
4079,"Columbus, OH",OH,2019-11-01,1781.0,218499.71209026396,Midwest
4080,"Columbus, OH",OH,2019-12-01,1729.0,219779.98700747103,Midwest
4081,"Columbus, OH",OH,2020-01-01,1334.0,221139.9641146031,Midwest
4082,"Columbus, OH",OH,2020-02-01,1423.0,222682.5501896873,Midwest
4083,"Columbus, OH",OH,2020-03-01,1784.0,224556.72880960436,Midwest
4084,"Columbus, OH",OH,2020-04-01,1673.0,226434.91367490825,Midwest
4085,"Columbus, OH",OH,2020-05-01,1937.0,227827.47357511253,Midwest
4086,"Columbus, OH",OH,2020-06-01,2394.0,228900.30085701455,Midwest
4087,"Columbus, OH",OH,2020-07-01,2672.0,230158.95057934689,Midwest
4088,"Columbus, OH",OH,2020-08-01,2553.0,232170.1666241649,Midwest
4089,"Columbus, OH",OH,2020-09-01,2682.0,235167.1352788191,Midwest
4090,"Columbus, OH",OH,2020-10-01,2636.0,238808.52218119745,Midwest
4091,"Columbus, OH",OH,2020-11-01,2125.0,242784.17304607172,Midwest
4092,"Columbus, OH",OH,2020-12-01,2104.0,246549.1286545896,Midwest
4093,"Columbus, OH",OH,2021-01-01,1569.0,250138.6062473161,Midwest
4094,"Columbus, OH",OH,2021-02-01,1568.0,253827.30620168088,Midwest
4095,"Columbus, OH",OH,2021-03-01,1968.0,257858.8634393012,Midwest
4096,"Columbus, OH",OH,2021-04-01,2179.0,262076.33671351583,Midwest
4097,"Columbus, OH",OH,2021-05-01,2343.0,266328.8943204609,Midwest
4098,"Columbus, OH",OH,2021-06-01,2759.0,270345.1573788934,Midwest
4099,"Columbus, OH",OH,2021-07-01,2716.0,273078.2229498569,Midwest
4100,"Columbus, OH",OH,2021-08-01,2620.0,273950.68033416703,Midwest
4101,"Columbus, OH",OH,2021-09-01,2526.0,273403.5410917196,Midwest
4102,"Columbus, OH",OH,2021-10-01,2363.0,273068.22794220824,Midwest
4103,"Columbus, OH",OH,2021-11-01,2123.0,273891.2426905769,Midwest
4104,"Columbus, OH",OH,2021-12-01,1935.0,275574.7045532973,Midwest
